,CustomerID,Age,MaritalStatus,EducationLevel,Occupation,IncomeLevel,Location,MonthlyAverageBalance,NumberOfTransactionsPerMonth,ExistingBankProducts,InvestmentHorizon
14269,14270.0,37.0,Married,Master's,Salaried,293730.0,Rural,293730.0,19.0,FD,Long-term
14270,14271.0,59.0,Married,Bachelor's,Salaried,140566.0,Rural,140566.0,5.0,SIP,Mid-term
14271,14272.0,51.0,Married,Bachelor's,Business,145361.0,Rural,145361.0,10.0,SIP,Mid-term
14272,14273.0,65.0,Married,High School,Retired,37449.0,Metro,37449.0,7.0,FD,Long-term
14273,14274.0,46.0,Single,Master's,Salaried,259217.0,Metro,259217.0,17.0,SIP,Long-term
14274,14275.0,70.0,Married,Bachelor's,Retired,46043.0,Metro,46043.0,5.0,SIP,Long-term
14275,14276.0,45.0,Single,Bachelor's,Business,160232.0,Rural,160232.0,12.0,FD,Long-term
14276,14277.0,27.0,Married,Bachelor's,Salaried,30246.0,Metro,30246.0,10.0,FD,Long-term
14277,14278.0,21.0,Single,Bachelor's,Student,5373.0,Rural,5373.0,5.0,SIP,Mid-term
14278,14279.0,29.0,Married,High School,Others,54849.0,SemiUrban,54849.0,10.0,Loan,Short-term
14279,14280.0,25.0,Single,Master's,Others,87439.0,Rural,87439.0,18.0,FD,Long-term
14280,14281.0,20.0,Single,Bachelor's,Student,2970.0,Metro,2970.0,12.0,FD,Long-term
14281,14282.0,50.0,Married,Bachelor's,Salaried,146656.0,SemiUrban,146656.0,5.0,SIP,Mid-term
14282,14283.0,59.0,Married,Bachelor's,Salaried,104505.0,SemiUrban,104505.0,4.0,FD,Long-term
14283,14284.0,24.0,Single,Bachelor's,Homemaker,9664.0,SemiUrban,9664.0,7.0,SIP,Long-term
14284,14285.0,28.0,Married,Bachelor's,Business,84128.0,SemiUrban,84128.0,18.0,Loan,Short-term
14285,14286.0,68.0,Married,High School,Retired,52884.0,SemiUrban,52884.0,6.0,Loan,Mid-term
14286,14287.0,52.0,Married,Bachelor's,Self-Employed,61408.0,SemiUrban,61408.0,8.0,FD,Long-term
14287,14288.0,48.0,Married,PhD,Salaried,87397.0,Metro,87397.0,7.0,Loan,Long-term
14288,14289.0,30.0,Single,Bachelor's,Salaried,194103.0,Metro,194103.0,9.0,SIP,Short-term
14289,14290.0,49.0,Married,Bachelor's,Salaried,202980.0,Metro,202980.0,16.0,FD,Long-term
14290,14291.0,44.0,Married,Bachelor's,Business,283856.0,SemiUrban,283856.0,18.0,FD,Long-term
14291,14292.0,70.0,Married,Bachelor's,Retired,34202.0,Rural,34202.0,6.0,FD,Long-term
14292,14293.0,74.0,Married,High School,Retired,29366.0,Metro,29366.0,2.0,FD,Long-term
14293,14294.0,29.0,Married,Bachelor's,Salaried,82797.0,SemiUrban,82797.0,9.0,Loan,Mid-term
14294,14295.0,29.0,Single,Bachelor's,Salaried,37737.0,Metro,37737.0,8.0,FD,Long-term
14295,14296.0,24.0,Single,Bachelor's,Salaried,37131.0,SemiUrban,37131.0,5.0,Loan,Mid-term
14296,14297.0,36.0,Married,PhD,Salaried,119522.0,SemiUrban,119522.0,17.0,SIP,Short-term
14297,14298.0,47.0,Single,Bachelor's,Salaried,233951.0,Metro,233951.0,19.0,FD,Long-term
14298,14299.0,30.0,Married,Bachelor's,Homemaker,32299.0,Metro,32299.0,5.0,Credit Card,Mid-term
14299,14300.0,29.0,Married,Bachelor's,Salaried,59864.0,Metro,59864.0,7.0,Credit Card,Short-term
14300,14301.0,58.0,Married,Bachelor's,Others,94195.0,Metro,94195.0,6.0,FD,Long-term
14301,14302.0,40.0,Married,PhD,Salaried,192194.0,Metro,192194.0,16.0,SIP,Mid-term
14302,14303.0,29.0,Married,Master's,Salaried,96338.0,SemiUrban,96338.0,7.0,SIP,Short-term
14303,14304.0,65.0,Married,Bachelor's,Retired,54307.0,Metro,54307.0,3.0,FD,Long-term
14304,14305.0,52.0,Married,High School,Salaried,63721.0,SemiUrban,63721.0,6.0,Loan,Mid-term
14305,14306.0,54.0,Married,Bachelor's,Self-Employed,64790.0,SemiUrban,64790.0,4.0,FD,Long-term
14306,14307.0,73.0,Married,High School,Retired,39203.0,SemiUrban,39203.0,2.0,SIP,Mid-term
14307,14308.0,29.0,Married,Bachelor's,Business,69016.0,Metro,69016.0,17.0,FD,Long-term
14308,14309.0,28.0,Married,Master's,Salaried,92262.0,Rural,92262.0,13.0,Loan,Mid-term
14309,14310.0,50.0,Married,Bachelor's,Salaried,73793.0,SemiUrban,73793.0,9.0,FD,Long-term
14310,14311.0,23.0,Single,Bachelor's,Self-Employed,69103.0,Rural,69103.0,9.0,Credit Card,Mid-term
14311,14312.0,22.0,Single,Bachelor's,Student,5719.0,SemiUrban,5719.0,14.0,FD,Long-term
14312,14313.0,23.0,Single,Master's,Homemaker,13323.0,Rural,13323.0,7.0,FD,Long-term
14313,14314.0,64.0,Married,Bachelor's,Retired,34830.0,SemiUrban,34830.0,3.0,Credit Card,Long-term
14314,14315.0,29.0,Married,Bachelor's,Homemaker,11552.0,Metro,11552.0,2.0,FD,Long-term
14315,14316.0,53.0,Married,High School,Salaried,49660.0,SemiUrban,49660.0,2.0,FD,Long-term
14316,14317.0,45.0,Married,Bachelor's,Others,202240.0,SemiUrban,202240.0,19.0,Credit Card,Long-term
14317,14318.0,57.0,Married,Bachelor's,Homemaker,34889.0,SemiUrban,34889.0,6.0,SIP,Mid-term
14318,14319.0,44.0,Single,PhD,Salaried,294048.0,SemiUrban,294048.0,18.0,FD,Long-term
14319,14320.0,20.0,Single,Bachelor's,Student,7257.0,Metro,7257.0,10.0,FD,Long-term
14320,14321.0,66.0,Married,High School,Retired,40252.0,Metro,40252.0,6.0,SIP,Mid-term
14321,14322.0,28.0,Married,Master's,Salaried,81408.0,SemiUrban,81408.0,10.0,FD,Long-term
14322,14323.0,21.0,Single,Bachelor's,Student,9106.0,Metro,9106.0,11.0,FD,Long-term
14323,14324.0,59.0,Married,Bachelor's,Self-Employed,81368.0,SemiUrban,81368.0,4.0,FD,Long-term
14324,14325.0,41.0,Single,Bachelor's,Salaried,176240.0,Metro,176240.0,16.0,FD,Long-term
14325,14326.0,19.0,Single,Bachelor's,Student,8634.0,Rural,8634.0,10.0,Credit Card,Short-term
14326,14327.0,28.0,Single,Master's,Salaried,81912.0,Metro,81912.0,11.0,FD,Long-term
14327,14328.0,37.0,Single,Master's,Salaried,227323.0,Metro,227323.0,13.0,FD,Long-term
14328,14329.0,44.0,Married,Bachelor's,Business,272433.0,Metro,272433.0,13.0,Loan,Mid-term
14329,14330.0,18.0,Single,Bachelor's,Student,6633.0,Rural,6633.0,9.0,FD,Long-term
14330,14331.0,57.0,Married,High School,Salaried,131557.0,Metro,131557.0,11.0,Loan,Mid-term
14331,14332.0,32.0,Single,Bachelor's,Salaried,213676.0,Metro,213676.0,19.0,SIP,Mid-term
14332,14333.0,57.0,Married,High School,Salaried,109533.0,Rural,109533.0,10.0,SIP,Mid-term
14333,14334.0,59.0,Married,High School,Self-Employed,51033.0,SemiUrban,51033.0,7.0,FD,Long-term
14334,14335.0,22.0,Single,Bachelor's,Student,2895.0,Metro,2895.0,13.0,FD,Long-term
14335,14336.0,45.0,Married,Master's,Salaried,199048.0,Metro,199048.0,9.0,Credit Card,Long-term
14336,14337.0,40.0,Married,PhD,Salaried,85701.0,SemiUrban,85701.0,6.0,SIP,Long-term
14337,14338.0,57.0,Married,Bachelor's,Homemaker,46723.0,Rural,46723.0,3.0,SIP,Mid-term
14338,14339.0,60.0,Married,Bachelor's,Retired,34191.0,Metro,34191.0,4.0,Credit Card,Mid-term
14339,14340.0,53.0,Married,High School,Homemaker,17787.0,Rural,17787.0,2.0,FD,Long-term
14340,14341.0,40.0,Married,Bachelor's,Homemaker,23778.0,Metro,23778.0,8.0,FD,Long-term
14341,14342.0,51.0,Married,Bachelor's,Business,60012.0,SemiUrban,60012.0,7.0,SIP,Mid-term
14342,14343.0,32.0,Single,Master's,Salaried,221131.0,Metro,221131.0,12.0,Loan,Mid-term
14343,14344.0,73.0,Married,Bachelor's,Retired,45431.0,SemiUrban,45431.0,6.0,SIP,Mid-term
14344,14345.0,55.0,Married,High School,Salaried,122857.0,Rural,122857.0,9.0,SIP,Mid-term
14345,14346.0,73.0,Married,Bachelor's,Retired,21349.0,Rural,21349.0,7.0,FD,Long-term
14346,14347.0,21.0,Single,Bachelor's,Student,7337.0,Rural,7337.0,10.0,Loan,Mid-term
14347,14348.0,29.0,Married,Master's,Salaried,90099.0,Metro,90099.0,15.0,SIP,Mid-term
14348,14349.0,56.0,Married,Bachelor's,Salaried,101859.0,SemiUrban,101859.0,6.0,Credit Card,Mid-term
14349,14350.0,73.0,Married,Bachelor's,Retired,48352.0,SemiUrban,48352.0,5.0,FD,Long-term
14350,14351.0,45.0,Married,Bachelor's,Salaried,286771.0,Rural,286771.0,14.0,SIP,Mid-term
14351,14352.0,27.0,Single,Bachelor's,Salaried,65401.0,SemiUrban,65401.0,14.0,Loan,Short-term
14352,14353.0,41.0,Married,Master's,Salaried,253147.0,Rural,253147.0,17.0,FD,Long-term
14353,14354.0,50.0,Married,High School,Salaried,46699.0,SemiUrban,46699.0,3.0,Credit Card,Long-term
14354,14355.0,32.0,Married,Bachelor's,Salaried,298598.0,Metro,298598.0,15.0,FD,Long-term
14355,14356.0,46.0,Married,Bachelor's,Others,275128.0,Metro,275128.0,18.0,SIP,Long-term
14356,14357.0,62.0,Married,High School,Retired,54140.0,Rural,54140.0,7.0,SIP,Mid-term
14357,14358.0,47.0,Married,Bachelor's,Salaried,94681.0,Metro,94681.0,6.0,FD,Long-term
14358,14359.0,27.0,Single,Bachelor's,Salaried,96519.0,SemiUrban,96519.0,15.0,FD,Long-term
14359,14360.0,72.0,Married,High School,Retired,57378.0,Rural,57378.0,2.0,SIP,Mid-term
14360,14361.0,32.0,Married,Master's,Business,265818.0,SemiUrban,265818.0,15.0,FD,Long-term
14361,14362.0,69.0,Married,High School,Retired,50691.0,Rural,50691.0,4.0,SIP,Mid-term
14362,14363.0,69.0,Married,High School,Retired,25290.0,SemiUrban,25290.0,3.0,SIP,Mid-term
14363,14364.0,21.0,Married,Bachelor's,Student,3357.0,Rural,3357.0,10.0,FD,Long-term
14364,14365.0,52.0,Married,High School,Business,41442.0,Rural,41442.0,4.0,FD,Long-term
14365,14366.0,44.0,Married,Bachelor's,Homemaker,5444.0,SemiUrban,5444.0,6.0,Loan,Mid-term
14366,14367.0,54.0,Married,High School,Salaried,109911.0,SemiUrban,109911.0,6.0,Loan,Mid-term
14367,14368.0,44.0,Married,Bachelor's,Salaried,95485.0,Rural,95485.0,9.0,FD,Long-term
14368,14369.0,19.0,Single,High School,Student,6256.0,Metro,6256.0,11.0,Loan,Mid-term
14369,14370.0,43.0,Married,Master's,Business,148319.0,Metro,148319.0,9.0,FD,Long-term
14370,14371.0,26.0,Single,Master's,Self-Employed,26182.0,Rural,26182.0,13.0,FD,Long-term
14371,14372.0,36.0,Married,Master's,Salaried,266198.0,Rural,266198.0,10.0,Loan,Mid-term
14372,14373.0,35.0,Married,PhD,Salaried,108330.0,SemiUrban,108330.0,10.0,Credit Card,Mid-term
14373,14374.0,36.0,Single,Bachelor's,Homemaker,9206.0,SemiUrban,9206.0,8.0,Loan,Mid-term
14374,14375.0,49.0,Married,Bachelor's,Others,267297.0,SemiUrban,267297.0,16.0,Credit Card,Mid-term
14375,14376.0,52.0,Married,High School,Business,119601.0,Rural,119601.0,10.0,SIP,Mid-term
14376,14377.0,26.0,Single,Bachelor's,Business,58793.0,Rural,58793.0,12.0,SIP,Short-term
14377,14378.0,57.0,Married,High School,Business,140889.0,Rural,140889.0,5.0,SIP,Mid-term
14378,14379.0,46.0,Married,Bachelor's,Salaried,167462.0,Rural,167462.0,16.0,Credit Card,Mid-term
14379,14380.0,33.0,Single,Master's,Business,140314.0,SemiUrban,140314.0,16.0,FD,Long-term
14380,14381.0,74.0,Married,Bachelor's,Retired,55298.0,SemiUrban,55298.0,2.0,Loan,Mid-term
14381,14382.0,61.0,Married,Bachelor's,Retired,35105.0,SemiUrban,35105.0,2.0,FD,Long-term
14382,14383.0,73.0,Married,Bachelor's,Retired,26156.0,Metro,26156.0,7.0,FD,Long-term
14383,14384.0,21.0,Single,Bachelor's,Student,6600.0,Metro,6600.0,9.0,FD,Long-term
14384,14385.0,50.0,Married,High School,Salaried,54499.0,SemiUrban,54499.0,7.0,FD,Long-term
14385,14386.0,47.0,Married,Master's,Salaried,155518.0,Rural,155518.0,10.0,Credit Card,Mid-term
14386,14387.0,72.0,Married,High School,Retired,31653.0,Metro,31653.0,4.0,SIP,Mid-term
14387,14388.0,60.0,Married,High School,Retired,24778.0,Rural,24778.0,5.0,FD,Long-term
14388,14389.0,59.0,Married,High School,Self-Employed,78856.0,Metro,78856.0,5.0,Credit Card,Mid-term
14389,14390.0,27.0,Single,Bachelor's,Others,52861.0,Rural,52861.0,12.0,SIP,Mid-term
14390,14391.0,49.0,Married,Master's,Homemaker,15797.0,Metro,15797.0,13.0,FD,Long-term
14391,14392.0,22.0,Single,Bachelor's,Student,8852.0,SemiUrban,8852.0,10.0,Loan,Long-term
14392,14393.0,60.0,Married,Bachelor's,Retired,56074.0,Metro,56074.0,7.0,FD,Long-term
14393,14394.0,31.0,Single,Bachelor's,Others,194012.0,Rural,194012.0,9.0,FD,Long-term
14394,14395.0,49.0,Married,Master's,Homemaker,20585.0,SemiUrban,20585.0,10.0,SIP,Mid-term
14395,14396.0,25.0,Single,Bachelor's,Salaried,48275.0,Metro,48275.0,14.0,FD,Long-term
14396,14397.0,44.0,Married,Bachelor's,Salaried,275144.0,Metro,275144.0,13.0,Loan,Long-term
14397,14398.0,70.0,Married,Bachelor's,Retired,57714.0,Metro,57714.0,2.0,FD,Long-term
14398,14399.0,31.0,Married,Master's,Salaried,296850.0,SemiUrban,296850.0,12.0,Loan,Mid-term
14399,14400.0,28.0,Single,Bachelor's,Homemaker,31733.0,Metro,31733.0,14.0,FD,Long-term
14400,14401.0,41.0,Married,Master's,Salaried,263610.0,Rural,263610.0,19.0,FD,Long-term
14401,14402.0,34.0,Married,PhD,Salaried,210129.0,Rural,210129.0,17.0,Loan,Mid-term
14402,14403.0,67.0,Married,Bachelor's,Retired,25997.0,SemiUrban,25997.0,2.0,SIP,Mid-term
14403,14404.0,51.0,Married,High School,Business,51711.0,SemiUrban,51711.0,4.0,FD,Long-term
14404,14405.0,24.0,Single,Bachelor's,Homemaker,28659.0,SemiUrban,28659.0,10.0,FD,Long-term
14405,14406.0,38.0,Single,Bachelor's,Salaried,204576.0,Rural,204576.0,19.0,SIP,Mid-term
14406,14407.0,47.0,Married,Master's,Self-Employed,217797.0,SemiUrban,217797.0,18.0,FD,Long-term
14407,14408.0,55.0,Married,Bachelor's,Salaried,109163.0,Rural,109163.0,11.0,FD,Long-term
14408,14409.0,35.0,Married,Bachelor's,Business,230882.0,Rural,230882.0,19.0,FD,Long-term
14409,14410.0,74.0,Married,High School,Retired,38406.0,Metro,38406.0,6.0,FD,Long-term
14410,14411.0,19.0,Single,Bachelor's,Student,5203.0,SemiUrban,5203.0,5.0,FD,Long-term
14411,14412.0,22.0,Single,Master's,Student,4407.0,Rural,4407.0,5.0,SIP,Mid-term
14412,14413.0,25.0,Single,Bachelor's,Business,34974.0,SemiUrban,34974.0,9.0,FD,Long-term
14413,14414.0,43.0,Married,Bachelor's,Homemaker,11681.0,Rural,11681.0,12.0,FD,Long-term
14414,14415.0,61.0,Married,High School,Retired,52040.0,Rural,52040.0,5.0,Loan,Mid-term
14415,14416.0,43.0,Married,Bachelor's,Salaried,254765.0,SemiUrban,254765.0,17.0,SIP,Long-term
14416,14417.0,38.0,Married,Bachelor's,Salaried,210034.0,Rural,210034.0,15.0,FD,Long-term
14417,14418.0,43.0,Married,Bachelor's,Salaried,227602.0,SemiUrban,227602.0,15.0,FD,Long-term
14418,14419.0,18.0,Single,Bachelor's,Student,3816.0,Rural,3816.0,9.0,SIP,Short-term
14419,14420.0,25.0,Single,Master's,Business,53352.0,SemiUrban,53352.0,16.0,FD,Long-term
14420,14421.0,38.0,Married,Master's,Others,277080.0,Metro,277080.0,15.0,SIP,Long-term
14421,14422.0,34.0,Single,Bachelor's,Salaried,147604.0,Metro,147604.0,17.0,FD,Long-term
14422,14423.0,68.0,Married,Bachelor's,Retired,22846.0,SemiUrban,22846.0,2.0,SIP,Mid-term
14423,14424.0,47.0,Married,Bachelor's,Salaried,166308.0,Metro,166308.0,15.0,Credit Card,Mid-term
14424,14425.0,49.0,Married,Master's,Salaried,141099.0,SemiUrban,141099.0,11.0,SIP,Long-term
14425,14426.0,44.0,Married,Master's,Homemaker,40535.0,SemiUrban,40535.0,11.0,FD,Long-term
14426,14427.0,69.0,Married,Bachelor's,Retired,26915.0,Rural,26915.0,2.0,Loan,Mid-term
14427,14428.0,66.0,Married,High School,Retired,20393.0,Rural,20393.0,5.0,Credit Card,Mid-term
14428,14429.0,49.0,Married,Master's,Salaried,80502.0,Rural,80502.0,11.0,FD,Long-term
14429,14430.0,61.0,Married,Bachelor's,Retired,21137.0,Rural,21137.0,2.0,FD,Long-term
14430,14431.0,26.0,Single,Bachelor's,Self-Employed,47025.0,SemiUrban,47025.0,8.0,FD,Long-term
14431,14432.0,31.0,Married,Master's,Salaried,282412.0,Rural,282412.0,17.0,FD,Long-term
14432,14433.0,62.0,Married,Bachelor's,Retired,20269.0,Rural,20269.0,3.0,FD,Long-term
14433,14434.0,39.0,Married,Master's,Salaried,161659.0,SemiUrban,161659.0,12.0,FD,Long-term
14434,14435.0,51.0,Married,High School,Salaried,53749.0,Metro,53749.0,5.0,FD,Long-term
14435,14436.0,70.0,Married,High School,Retired,36272.0,Rural,36272.0,5.0,FD,Long-term
14436,14437.0,37.0,Married,Master's,Business,223022.0,SemiUrban,223022.0,16.0,FD,Long-term
14437,14438.0,50.0,Married,High School,Homemaker,10796.0,SemiUrban,10796.0,3.0,SIP,Mid-term
14438,14439.0,18.0,Married,Bachelor's,Student,9325.0,SemiUrban,9325.0,8.0,SIP,Short-term
14439,14440.0,21.0,Single,Bachelor's,Student,3685.0,Metro,3685.0,8.0,Credit Card,Short-term
14440,14441.0,37.0,Married,Bachelor's,Salaried,255491.0,Rural,255491.0,12.0,FD,Long-term
14441,14442.0,30.0,Married,Master's,Salaried,249753.0,SemiUrban,249753.0,13.0,SIP,Long-term
14442,14443.0,60.0,Married,Bachelor's,Retired,29609.0,SemiUrban,29609.0,4.0,FD,Long-term
14443,14444.0,48.0,Single,Bachelor's,Salaried,172090.0,SemiUrban,172090.0,14.0,FD,Long-term
14444,14445.0,26.0,Single,Bachelor's,Salaried,39919.0,Rural,39919.0,13.0,Credit Card,Short-term
14445,14446.0,22.0,Married,Bachelor's,Student,3840.0,Metro,3840.0,12.0,FD,Long-term
14446,14447.0,44.0,Married,Master's,Business,121538.0,Metro,121538.0,17.0,Loan,Mid-term
14447,14448.0,18.0,Single,Bachelor's,Student,2263.0,SemiUrban,2263.0,12.0,FD,Long-term
14448,14449.0,25.0,Single,Bachelor's,Salaried,40713.0,Rural,40713.0,3.0,FD,Long-term
14449,14450.0,61.0,Married,Bachelor's,Retired,25368.0,SemiUrban,25368.0,2.0,FD,Long-term
14450,14451.0,24.0,Single,Bachelor's,Homemaker,42117.0,SemiUrban,42117.0,5.0,FD,Long-term
14451,14452.0,55.0,Married,Bachelor's,Salaried,88015.0,Rural,88015.0,9.0,Credit Card,Mid-term
14452,14453.0,27.0,Single,Bachelor's,Others,26171.0,Metro,26171.0,4.0,FD,Long-term
14453,14454.0,72.0,Married,High School,Retired,34533.0,Metro,34533.0,5.0,FD,Long-term
14454,14455.0,47.0,Married,Master's,Others,109301.0,Metro,109301.0,12.0,FD,Long-term
14455,14456.0,23.0,Single,Master's,Salaried,52385.0,SemiUrban,52385.0,5.0,FD,Long-term
14456,14457.0,56.0,Married,High School,Salaried,103104.0,SemiUrban,103104.0,7.0,SIP,Mid-term
14457,14458.0,71.0,Married,Bachelor's,Retired,37386.0,Metro,37386.0,2.0,Loan,Long-term
14458,14459.0,40.0,Married,Master's,Salaried,265240.0,SemiUrban,265240.0,19.0,SIP,Long-term
14459,14460.0,26.0,Single,Master's,Salaried,88396.0,Metro,88396.0,13.0,FD,Long-term
14460,14461.0,22.0,Married,Master's,Student,4360.0,Rural,4360.0,9.0,SIP,Mid-term
14461,14462.0,63.0,Married,High School,Retired,53923.0,Rural,53923.0,5.0,SIP,Long-term
14462,14463.0,51.0,Married,High School,Salaried,79305.0,Metro,79305.0,7.0,Credit Card,Mid-term
14463,14464.0,31.0,Married,PhD,Salaried,264748.0,Metro,264748.0,12.0,SIP,Mid-term
14464,14465.0,29.0,Married,Bachelor's,Self-Employed,81514.0,SemiUrban,81514.0,7.0,FD,Long-term
14465,14466.0,56.0,Married,Bachelor's,Salaried,132242.0,SemiUrban,132242.0,10.0,Loan,Mid-term
14466,14467.0,35.0,Married,Bachelor's,Business,163715.0,Rural,163715.0,15.0,FD,Long-term
14467,14468.0,42.0,Married,Bachelor's,Business,129899.0,Rural,129899.0,9.0,SIP,Long-term
14468,14469.0,54.0,Married,Bachelor's,Salaried,128194.0,Rural,128194.0,10.0,Loan,Mid-term
14469,14470.0,48.0,Married,Bachelor's,Business,291573.0,Metro,291573.0,14.0,SIP,Long-term
14470,14471.0,44.0,Married,PhD,Salaried,160495.0,Metro,160495.0,14.0,SIP,Mid-term
14471,14472.0,71.0,Married,High School,Retired,36310.0,Metro,36310.0,6.0,Credit Card,Mid-term
14472,14473.0,56.0,Married,Bachelor's,Salaried,65603.0,Metro,65603.0,6.0,FD,Long-term
14473,14474.0,43.0,Married,Master's,Salaried,143449.0,SemiUrban,143449.0,16.0,FD,Long-term
14474,14475.0,19.0,Single,Bachelor's,Student,4514.0,Metro,4514.0,14.0,SIP,Mid-term
14475,14476.0,58.0,Married,Bachelor's,Self-Employed,61295.0,Rural,61295.0,3.0,Loan,Mid-term
14476,14477.0,66.0,Married,High School,,37942.0,Rural,37942.0,2.0,FD,Long-term
14477,14478.0,60.0,Married,Bachelor's,Retired,45760.0,SemiUrban,45760.0,7.0,Credit Card,Mid-term
14478,14479.0,58.0,Married,Bachelor's,Others,84612.0,Rural,84612.0,10.0,FD,Long-term
14479,14480.0,33.0,Married,PhD,Salaried,158588.0,SemiUrban,158588.0,14.0,FD,Long-term
14480,14481.0,73.0,Married,High School,Retired,47144.0,SemiUrban,47144.0,4.0,SIP,Long-term
14481,14482.0,50.0,Married,High School,Self-Employed,137505.0,Rural,137505.0,11.0,SIP,Mid-term
14482,14483.0,41.0,Married,Bachelor's,Homemaker,20871.0,Rural,20871.0,8.0,FD,Long-term
14483,14484.0,26.0,Single,Master's,Business,92930.0,Metro,92930.0,5.0,FD,Long-term
14484,14485.0,21.0,Single,Bachelor's,Student,2969.0,Rural,2969.0,7.0,FD,Long-term
14485,14486.0,58.0,Married,Bachelor's,Salaried,49104.0,Rural,49104.0,4.0,FD,Long-term
14486,14487.0,64.0,Married,High School,Retired,42746.0,SemiUrban,42746.0,5.0,FD,Long-term
14487,14488.0,20.0,Single,High School,Student,4526.0,Rural,4526.0,2.0,FD,Long-term
14488,14489.0,68.0,Married,High School,Retired,48618.0,Metro,48618.0,3.0,FD,Long-term
14489,14490.0,26.0,Single,Master's,Salaried,30755.0,Metro,30755.0,4.0,FD,Long-term
14490,14491.0,69.0,Married,High School,Retired,44751.0,SemiUrban,44751.0,2.0,Credit Card,Mid-term
14491,14492.0,37.0,Married,Master's,Salaried,138772.0,Rural,138772.0,10.0,FD,Long-term
14492,14493.0,25.0,Single,Bachelor's,Self-Employed,39747.0,Rural,39747.0,9.0,FD,Long-term
14493,14494.0,24.0,Single,Master's,Self-Employed,47993.0,SemiUrban,47993.0,5.0,SIP,Short-term
14494,14495.0,61.0,Married,High School,Retired,44199.0,SemiUrban,44199.0,4.0,Loan,Long-term
14495,14496.0,36.0,Married,Master's,Business,219911.0,SemiUrban,219911.0,19.0,Credit Card,Short-term
14496,14497.0,53.0,Married,High School,Homemaker,7441.0,SemiUrban,7441.0,4.0,Credit Card,Mid-term
14497,14498.0,40.0,Married,Master's,Homemaker,34670.0,SemiUrban,34670.0,11.0,Credit Card,Long-term
14498,14499.0,42.0,Married,Master's,Salaried,96563.0,Metro,96563.0,5.0,FD,Long-term
14499,14500.0,51.0,Married,High School,Salaried,83602.0,Metro,83602.0,8.0,SIP,Long-term
14500,14501.0,46.0,Married,Bachelor's,Salaried,209495.0,SemiUrban,209495.0,10.0,SIP,Long-term
14501,14502.0,66.0,Married,Bachelor's,Retired,55930.0,SemiUrban,55930.0,3.0,Loan,Mid-term
14502,14503.0,32.0,Married,Bachelor's,Others,228652.0,Rural,228652.0,14.0,FD,Long-term
14503,14504.0,22.0,Single,Bachelor's,Student,5301.0,Metro,5301.0,3.0,SIP,Long-term
14504,14505.0,62.0,Married,High School,Retired,26440.0,Metro,26440.0,3.0,FD,Long-term
14505,14506.0,24.0,Single,Master's,Homemaker,39209.0,SemiUrban,39209.0,2.0,FD,Long-term
14506,14507.0,31.0,Married,Master's,Self-Employed,288651.0,SemiUrban,288651.0,18.0,FD,Long-term
14507,14508.0,55.0,Married,Bachelor's,Self-Employed,85173.0,Rural,85173.0,9.0,FD,Long-term
14508,14509.0,39.0,Married,Bachelor's,Salaried,187897.0,Rural,187897.0,16.0,FD,Long-term
14509,14510.0,71.0,Married,Bachelor's,Retired,52153.0,SemiUrban,52153.0,6.0,Loan,Mid-term
14510,14511.0,38.0,Married,Master's,Self-Employed,182607.0,SemiUrban,182607.0,16.0,Loan,Mid-term
14511,14512.0,60.0,Married,Bachelor's,Retired,37572.0,Rural,37572.0,6.0,Credit Card,Long-term
14512,14513.0,72.0,Married,High School,Retired,31090.0,Rural,31090.0,4.0,FD,Long-term
14513,14514.0,67.0,Married,Bachelor's,Retired,56666.0,Rural,56666.0,3.0,FD,Long-term
14514,14515.0,33.0,Married,Master's,Self-Employed,199774.0,Rural,199774.0,8.0,Credit Card,Mid-term
14515,14516.0,58.0,Married,Bachelor's,Salaried,69315.0,Rural,69315.0,8.0,Loan,Mid-term
14516,14517.0,46.0,Married,PhD,Salaried,151333.0,SemiUrban,151333.0,9.0,Credit Card,Long-term
14517,14518.0,22.0,Married,Bachelor's,Student,1716.0,SemiUrban,1716.0,9.0,SIP,Short-term
14518,14519.0,22.0,Single,Master's,Student,8361.0,SemiUrban,8361.0,8.0,SIP,Mid-term
14519,14520.0,66.0,Married,Bachelor's,Retired,54057.0,SemiUrban,54057.0,5.0,FD,Long-term
14520,14521.0,35.0,Married,Bachelor's,Others,198450.0,Metro,198450.0,10.0,SIP,Short-term
14521,14522.0,21.0,Single,Bachelor's,Student,5965.0,Metro,5965.0,2.0,FD,Long-term
14522,14523.0,,Single,Bachelor's,Homemaker,30810.0,Rural,30810.0,4.0,Loan,Mid-term
14523,14524.0,58.0,Married,High School,Self-Employed,44986.0,SemiUrban,44986.0,6.0,FD,Long-term
14524,14525.0,73.0,Married,Bachelor's,Retired,58929.0,SemiUrban,58929.0,5.0,Loan,Mid-term
14525,14526.0,31.0,Single,PhD,Salaried,294404.0,Metro,294404.0,17.0,FD,Long-term
14526,14527.0,42.0,Married,Master's,Salaried,293009.0,Metro,293009.0,19.0,FD,Long-term
14527,14528.0,32.0,Married,Bachelor's,Homemaker,21896.0,Rural,21896.0,7.0,Credit Card,Long-term
14528,14529.0,62.0,Married,High School,Retired,36041.0,Metro,36041.0,3.0,Loan,Mid-term
14529,14530.0,54.0,Married,Bachelor's,Business,115998.0,Rural,115998.0,11.0,FD,Long-term
